,date,open,high,low,close,volume,rsi,Supertrend Values,Supertrend Signal
0,2024-04-30 09:15:00+05:30,49600.0,49631.95,49460.8,49503.3,26730,,0.0,1
1,2024-04-30 09:16:00+05:30,49517.55,49592.0,49501.65,49572.6,26955,,,1
2,2024-04-30 09:17:00+05:30,49572.75,49579.2,49523.1,49526.0,11715,,,1
3,2024-04-30 09:18:00+05:30,49534.3,49540.0,49510.55,49520.0,10650,,,1
4,2024-04-30 09:19:00+05:30,49512.6,49527.75,49500.0,49521.65,22890,,,1
5,2024-04-30 09:20:00+05:30,49511.1,49511.1,49454.7,49465.55,21510,,,1
6,2024-04-30 09:21:00+05:30,49463.2,49506.9,49460.0,49506.9,12330,,,1
7,2024-04-30 09:22:00+05:30,49506.9,49547.0,49490.05,49538.9,9570,,,1
8,2024-04-30 09:23:00+05:30,49540.0,49543.45,49495.7,49499.25,6840,,,1
9,2024-04-30 09:24:00+05:30,49499.0,49504.6,49481.2,49482.65,6810,,,1
10,2024-04-30 09:25:00+05:30,49480.75,49487.2,49455.0,49458.5,8445,,49336.72193857274,1
11,2024-04-30 09:26:00+05:30,49461.65,49479.75,49450.5,49460.0,7920,,49337.54215592258,1
12,2024-04-30 09:27:00+05:30,49450.1,49462.9,49440.35,49456.0,11340,,49337.54215592258,1
13,2024-04-30 09:28:00+05:30,49457.05,49468.3,49450.0,49459.25,8085,,49348.544914814076,1
14,2024-04-30 09:29:00+05:30,49452.3,49485.95,49440.1,49471.25,9915,43.94369797871362,49348.92616556896,1
15,2024-04-30 09:30:00+05:30,49475.0,49485.0,49459.4,49485.0,7830,47.91449877983726,49362.79810775643,1
16,2024-04-30 09:31:00+05:30,49481.8,49551.0,49475.5,49516.9,14145,55.74651843092721,49389.474915423714,1
17,2024-04-30 09:32:00+05:30,49509.2,49513.85,49460.0,49468.3,9855,44.71489546901027,49389.474915423714,1
18,2024-04-30 09:33:00+05:30,49468.3,49473.45,49437.05,49446.55,13350,40.82158367492587,49389.474915423714,1
19,2024-04-30 09:34:00+05:30,49446.5,49461.55,49442.15,49452.2,5760,42.22877266832597,49389.474915423714,1
20,2024-04-30 09:35:00+05:30,49448.6,49477.0,49445.0,49473.55,7980,47.32584485431747,49389.474915423714,1
21,2024-04-30 09:36:00+05:30,49473.55,49498.35,49462.5,49468.7,10920,46.32593257102108,49389.474915423714,1
22,2024-04-30 09:37:00+05:30,49475.0,49490.0,49457.05,49490.0,4860,51.202187782118266,49389.474915423714,1
23,2024-04-30 09:38:00+05:30,49487.75,49497.15,49475.15,49497.15,5490,52.75385788965094,49389.474915423714,1
24,2024-04-30 09:39:00+05:30,49490.85,49520.0,49482.7,49514.95,8625,56.46522559502742,49392.5859401188,1
25,2024-04-30 09:40:00+05:30,49514.95,49529.95,49500.0,49518.25,7155,57.13746521342436,49408.24863156585,1
26,2024-04-30 09:41:00+05:30,49510.05,49515.4,49472.0,49472.0,6465,46.33789268042028,49408.24863156585,1
27,2024-04-30 09:42:00+05:30,49470.05,49490.9,49460.65,49463.6,5460,44.685899197802826,49408.24863156585,1
28,2024-04-30 09:43:00+05:30,49460.0,49483.5,49457.0,49468.9,3930,45.99415915653274,49408.24863156585,1
29,2024-04-30 09:44:00+05:30,49472.7,49489.0,49459.4,49472.65,2760,46.95021206325269,49408.24863156585,1
30,2024-04-30 09:45:00+05:30,49472.6,49472.6,49450.65,49470.0,7800,46.32609482876461,49408.24863156585,1
31,2024-04-30 09:46:00+05:30,49464.0,49480.0,49455.3,49464.7,1755,45.036630920644605,49408.24863156585,1
32,2024-04-30 09:47:00+05:30,49469.55,49498.95,49456.9,49491.05,4170,52.1654076005782,49408.24863156585,1
33,2024-04-30 09:48:00+05:30,49482.35,49488.25,49461.35,49486.55,3900,50.95005334808187,49408.24863156585,1
34,2024-04-30 09:49:00+05:30,49486.1,49535.0,49484.0,49529.65,12615,60.45344056870021,49408.24863156585,1
35,2024-04-30 09:50:00+05:30,49528.25,49542.7,49494.4,49510.6,9030,55.34895796532531,49410.05660937293,1
36,2024-04-30 09:51:00+05:30,49511.55,49530.0,49507.5,49519.7,6720,57.20773408608829,49414.45042846782,1
37,2024-04-30 09:52:00+05:30,49522.45,49566.0,49510.0,49566.0,21540,65.15563318620583,49427.198556529096,1
